,Time,Topic,Tweet,TrueSentiment,PredictedSentiment,NumericalPredictedSentiment,roundedHourTime
561,10/20/2011 3:37,twitter,"@dialepimu Ya decía yo ""ésta nena escribe muy bn me imagino que debe tener un perfil en #twitter""",neutral,neutral,0,10/20/2011 3:00
562,10/20/2011 4:15,twitter,"Visualiza tus emails, menciones en #twitter, eventos de #facebook y más, desde Centro de notificaciones de #IOS 5 http://t.co/BsFmwKFH",neutral,neutral,0,10/20/2011 4:00
563,10/18/2011 19:43,apple,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!,negative,neutral,0,10/18/2011 19:00
564,10/19/2011 3:37,google,"#Google, #Samsung Add ’Ice Cream Sandwich’ Phone http://t.co/oOdugpqG $AAPL $GOOG #hitech #gadgets #mkt #digital",neutral,neutral,0,10/19/2011 3:00
565,10/19/2011 3:51,google,www.google.com/googlenexus #google #android #icecreamsandwich #googlenexus,neutral,neutral,0,10/19/2011 3:00
566,10/19/2011 2:51,google,New contact app builds on a magazine style layout and aggregates contact info from multiple sources. Very slick. #Google #Android #ICS,positive,neutral,0,10/19/2011 2:00
567,10/19/2011 5:28,google,"Mit einfachen Mittel gegen #Facebook & #Google+, so die Strategie von Costolo, CEO von #Twitter http://t.co/C1f5dAnO #SocialMedia",neutral,neutral,0,10/19/2011 5:00
568,10/20/2011 3:27,twitter,@teggyboy00 oh wow lmao thank no wonder why no one answered me !! addicted #twitter,neutral,positive,1,10/20/2011 3:00
569,10/17/2011 15:28,apple,@Apple Siri is down!,negative,neutral,0,10/17/2011 15:00
570,10/17/2011 14:35,apple,@apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11,neutral,neutral,0,10/17/2011 14:00
571,10/19/2011 5:14,google,RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f,negative,neutral,0,10/19/2011 5:00
572,10/19/2011 9:22,microsoft,Ik zoek een paar nieuwe collega's. Interesse? Kijk op onze site voor actuele #Microsoft #vacatures bit.ly/phUYrg RT = fijn #Zwolle,neutral,neutral,0,10/19/2011 9:00
573,10/19/2011 16:41,microsoft,Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/jw1UbODI @YSI,neutral,neutral,0,10/19/2011 16:00
574,10/20/2011 4:06,twitter,Awwwwr me encanta #Twitter porque por este medio desquito todo mis corajes,neutral,neutral,0,10/20/2011 4:00
575,10/19/2011 18:14,microsoft,"The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions? http://t.co/BlhHGOpo",negative,neutral,0,10/19/2011 18:00
576,10/19/2011 15:14,microsoft,Blessing in disguise. Ballmer feels lucky #Microsoft didn't buy #Yahoo in 2008 http://t.co/2Acd5GOz #business,neutral,neutral,0,10/19/2011 15:00
577,10/19/2011 10:03,microsoft,"System.IO.File.Delete - You lie! You didn't delete my file, and you didn't throw an exception. WTF!? #microsoft #net",negative,neutral,0,10/19/2011 10:00
578,10/19/2011 22:18,microsoft,#EvolutionOfIT #cloud event @BenchmarkLearn can any #microsoft or @MSLearning folks help create us a windows azure pass ex. BLAZURE ??,neutral,neutral,0,10/19/2011 22:00
579,10/19/2011 19:01,microsoft,#Microsoft Released Camera Codec Pack For Supporting RAW File  #Windows,neutral,neutral,0,10/19/2011 19:00
580,10/20/2011 3:54,twitter,RT @Hirudineajigane: #Twitter Thank you.Read those great tweets.helps live better! :) Bows. http://t.co/FNKBW24F,neutral,positive,1,10/20/2011 3:00
581,10/19/2011 4:11,google,RT @jessvpeterson: Ever post something to the wrong circles?  #google+,neutral,neutral,0,10/19/2011 4:00
582,10/20/2011 3:31,twitter,"@JenWeedin listen here, @ShaunaWalters8 is new to #twitter and needs practice.  support her here brat!  #goodsamaritanswag",neutral,neutral,0,10/20/2011 3:00
583,10/19/2011 2:48,google,"Infinite Spiral Bookcase for #Google Books looks amazing, interested to see where it is headed: http://t.co/RXWD6sN8",positive,neutral,0,10/19/2011 2:00
584,10/16/2011 13:21,apple,"IOS5 has one problem, when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple",negative,neutral,0,10/16/2011 13:00
585,10/20/2011 4:28,twitter,"i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, and fat ass over capacity whale to!",negative,neutral,0,10/20/2011 4:00
586,10/15/2011 17:47,apple,@xwordy iCloud was new; I didn't need weather or stocks but they were there pre #ios5 so I'm not hopeful that this will help @apple,neutral,neutral,0,10/15/2011 17:00
587,10/19/2011 20:04,microsoft,"#Microsoft is currently paying to produce #swpats propaganda to lobby politicians with -- to make racketeering seem ""acceptable""",negative,neutral,0,10/19/2011 20:00
588,10/19/2011 11:07,microsoft,Christina Hendricks et Sean Faris dans NFS: C'est aujourd'hui qu'Electronic Arts a annoncé q... http://t.co/1wh2g6Kd #Microsoft #Xbox360,neutral,neutral,0,10/19/2011 11:00
589,10/20/2011 4:43,twitter,"paradão , no , #twitter",neutral,neutral,0,10/20/2011 4:00
590,10/19/2011 2:45,google,Muito rapida essa velocidade de captura de imagens da camera do Galaxy Nexus #icecreamsandwich #galaxynexus #google #samsung,neutral,neutral,0,10/19/2011 2:00
591,10/19/2011 16:37,microsoft,Securing #Microsoft Exchange 2010 with #SSL Certificate http://t.co/DAwnAbvX #Exchange2010 #ITSecurity,neutral,neutral,0,10/19/2011 16:00
592,10/19/2011 4:29,google,I have been watching Captain American movie I will give you what I think of #Google Ice Cream Sandwich going to watch it now,neutral,neutral,0,10/19/2011 4:00
593,10/20/2011 3:30,twitter,Do you Share More #jokes #quotes #music #photos or #news #articles on #Facebook or #Twitter?,neutral,neutral,0,10/20/2011 3:00
594,10/17/2011 15:55,apple,"@Apple - #Siri is not working due to ""network problem""? Seriously? Can you fix this? #iPhone4s #Fail",negative,negative,-1,10/17/2011 15:00
595,10/19/2011 20:50,microsoft,¿Recuerdan que #Apple había comprado el dominio html5 .com? http://t.co/qb0pix09 pues ahora es de #Microsoft :O ¿Qué se traen estos?,neutral,neutral,0,10/19/2011 20:00
596,10/19/2011 9:30,microsoft,... and we were just told what a #microsoft minute is: it is 95 sconds + 1 second which is from 1 to 10 minutes. :),neutral,neutral,0,10/19/2011 9:00
597,10/20/2011 4:02,twitter,why am i #rambling on #facebook i keep forgetting i have #twitter.. then remember and come back.. every 3 seconds.. -_- ... o_O,neutral,neutral,0,10/20/2011 4:00
598,10/20/2011 3:57,twitter,@msleamichele @NayaRivera @DiannaAgron @MsAmberPRiley please could u somehow convince #hemo to join #twitter we need her awesomeness!! #glee,neutral,positive,1,10/20/2011 3:00
599,10/19/2011 21:13,microsoft,#Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/HIbjxHVD rt @TferThomas #Technology #Tech,neutral,neutral,0,10/19/2011 21:00
600,10/18/2011 13:08,apple,@AsimRang @apple @umber well so far ive seen it for apps,neutral,neutral,0,10/18/2011 13:00
601,10/20/2011 3:15,twitter,#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @rudybren @chtvn @ulchky @anibalfreitas45,neutral,neutral,0,10/20/2011 3:00
602,10/19/2011 3:16,google,"#Android #Google Galaxy Nexus and Ice Cream Sandwich Promo Video Released, Verizon Spotted in... http://t.co/1niTrTzu #DhilipSiva",neutral,neutral,0,10/19/2011 3:00
603,10/19/2011 3:24,google,Ice Cream Sandwich SDK now available http://t.co/ZOgECNER  #android #google,neutral,neutral,0,10/19/2011 3:00
604,10/19/2011 5:14,google,#SEO tip:in multilang sites create folders for each lang.submit the urls in #google #webmaster tools+Use GeographicTarget,neutral,neutral,0,10/19/2011 5:00
605,10/19/2011 14:52,microsoft,#MICROSOFT MULTIMEDIA STRAVINSKY : THE RITE OF SPRING (CD-ROM) [VERSION 1.0] Review: MICROSOFT MULTIMEDIA STRAVI... http://t.co/iX4FEcM2,neutral,neutral,0,10/19/2011 14:00
606,10/19/2011 17:47,microsoft,Thanks to Steffen Krause #Microsoft for a great SQL Server Session @EuropeanSP.,positive,positive,1,10/19/2011 17:00
607,10/20/2011 3:26,twitter,kk eu queria muito mudar  meu #BG aqui do #twitter :D,neutral,neutral,0,10/20/2011 3:00
608,10/19/2011 17:36,microsoft,"viss jau būtu baigi labi,taču #Microsoft Bing bar mūs kārtējo reizi ir apdalījis :(",neutral,neutral,0,10/19/2011 17:00
609,10/18/2011 2:12,apple,"RememberiN wen @apple and @blackberry were just fruit
#nostalgia",neutral,neutral,0,10/18/2011 2:00
610,10/18/2011 8:40,apple,@GuySie Heb je gisteren Tros Radar gezien over Apple. Garantie werd niet nagekomen door @Apple en devices zeer snel kapot.,neutral,neutral,0,10/18/2011 8:00
611,10/19/2011 2:37,microsoft,"#Job #ICT System- und Netzwerk Spezialist/in: planova human capital ag, St. Gallen http://t.co/WYHjUOqr #Microsoft #IT",neutral,neutral,0,10/19/2011 2:00
612,10/19/2011 3:30,google,Hoy #Foursquare y #Google+ me patearon las pelotas!,neutral,neutral,0,10/19/2011 3:00
613,10/19/2011 4:48,google,I would also like ice Cream Sandwich on my phone #google #android http://t.co/uTHuUECJ,neutral,neutral,0,10/19/2011 4:00
614,10/19/2011 10:54,microsoft,"#Microsoft vi aspetta a #SMAU dal 19 al 21 ottobre http://t.co/lDhDVeWx, venite a trovarci! Siamo al Pad. 4 Stand A23",neutral,neutral,0,10/19/2011 10:00
615,10/19/2011 3:29,google,#google you do have a journ degree correct? RT @SZimms: Who know how to format an annotated bibliography in APA style?,neutral,neutral,0,10/19/2011 3:00
616,10/19/2011 3:54,google,نظام جديد .. و جهاز جديد شكراً جزيلاً #samsung #google #android,neutral,neutral,0,10/19/2011 3:00
617,10/19/2011 3:19,google,Probably the best #IceCreamSandwich (yet)! #Samsung and #Google's event live blog by @engadget! Why haven't I switched to #Android again?,positive,neutral,0,10/19/2011 3:00
618,10/17/2011 18:20,apple,"Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w",positive,neutral,0,10/17/2011 18:00
619,10/20/2011 4:13,twitter,GoodNight #Twitter:),neutral,neutral,0,10/20/2011 4:00
620,10/19/2011 20:49,microsoft,@nokia Is #Nokia going to release their new #WindowsPhone in Norway this year? #WP7 #Microsoft,neutral,neutral,0,10/19/2011 20:00
621,10/20/2011 4:25,twitter,Ternuritas los que creen me la paso conectado al #twitter no saben de las aplicaciones jajaja #Oaxaca,neutral,neutral,0,10/20/2011 4:00
622,10/19/2011 20:19,microsoft,Un pa$o más y @3devBC será el primer #Microsoft Partner Gold en Application Lifecycle Management #ALM del país :) #WIN,neutral,neutral,0,10/19/2011 20:00
623,10/20/2011 3:36,twitter,@matheusdcb Me segue de volta Matheus ajeitei meu #twitter hj.,neutral,neutral,0,10/20/2011 3:00
624,10/20/2011 4:18,twitter,RT @Luisfitq: Ty!RT @nine_oh: SIMPLY DA BEST ON #TWITTER MY TWEEPS @MsCarieFWR @dizzleb19 @LBN_Prod @Federal_and_Co @KimDeanMusic @mscre ...,neutral,neutral,0,10/20/2011 4:00
625,10/19/2011 3:12,google,"Siri, which #Android device should I replace my #iPhone with? #Apple vs. #Google",positive,neutral,0,10/19/2011 3:00
626,10/16/2011 2:16,apple,"Asked #Siri ""Where's Baby Lisa?"" and was told ""sorry, I'm having trouble connecting to the network right now."" @apple server fail. #ios5",negative,negative,-1,10/16/2011 2:00
627,10/19/2011 3:24,google,#Google La recherche cryptée étendue à tous les utilisateurs connectés à un service Google via @commentcamarche http://t.co/5d4YG4pa,neutral,neutral,0,10/19/2011 3:00
628,10/20/2011 4:41,twitter,High as a mother fucker I'm addicted to #Twitter can't even go to sleep lol,neutral,positive,1,10/20/2011 4:00
629,10/19/2011 9:20,microsoft,SeNews : Ballmer on not buying Yahoo: 'Sometimes you're lucky' #Microsoft #Yahoo : http://t.co/E0kvSTj4,neutral,neutral,0,10/19/2011 9:00
630,10/19/2011 5:00,google,Here's what we know about the #GalaxyNexus http://t.co/7bYXbQVY #google #android,neutral,neutral,0,10/19/2011 5:00
631,10/16/2011 19:23,apple,@apple - dette blir for dumt. http://t.co/zqKMkq91,neutral,neutral,0,10/16/2011 19:00
632,10/19/2011 17:14,microsoft,#SMAU Milano & #I9 domani un posto in prima fila!Vi aspetto 11:30 area sessioni tecniche #Microsoft stay tunef!,neutral,neutral,0,10/19/2011 17:00
633,10/19/2011 9:46,microsoft,Steve Ballmer people need to be computer scientists to figure out how to use #Android phones | @Telegraph http://t.co/B5X0SDgp #Microsoft,neutral,neutral,0,10/19/2011 9:00
634,10/19/2011 5:36,google,Youtube video views are still not updating properly. #google #youtube #fail,negative,neutral,0,10/19/2011 5:00
635,10/19/2011 6:29,microsoft,@mdhughes I have the strangest feeling we've done this exact thing before. #arial #microsoft,neutral,neutral,0,10/19/2011 6:00
636,10/19/2011 3:11,google,#Microsoft's Ballmer: We’re beating #Google in the #cloud http://t.co/XIq3v54f,neutral,neutral,0,10/19/2011 3:00
637,10/20/2011 4:45,twitter,My #twitter age is 1 year 65 days 18 hours 47 minutes 24 seconds. Find out yours at http://t.co/tQMSBDrx #twittertime,neutral,neutral,0,10/20/2011 4:00
638,10/15/2011 22:56,apple,#IOS5  needed to include a landscape mode for reminders @Apple,neutral,neutral,0,10/15/2011 22:00
639,10/19/2011 4:53,google,How an email #hacker ruined my life and then tried to sell it back to me http://t.co/ixquAT2l via @guardian #privacy #fb #gmail #google,neutral,neutral,0,10/19/2011 4:00
640,10/17/2011 0:17,apple,"@apple out of respect, I really do think  the Apple logo should be revised to the one you have no doubt seen… http://t.co/xNKwgxme",neutral,neutral,0,10/17/2011 0:00
641,10/19/2011 10:22,microsoft,#Microsoft idea: Search the Internet like a celebrity (Todd Bishop/GeekWire) http://t.co/WhROX8KA,neutral,neutral,0,10/19/2011 10:00
642,10/19/2011 16:08,microsoft,What to Consider When Migrating to #Microsoft Exchange 2010: http://t.co/jmyt6myL #yousendit booth 624 #gartnersym,neutral,neutral,0,10/19/2011 16:00
643,10/17/2011 11:53,apple,RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,positive,positive,1,10/17/2011 11:00
644,10/19/2011 13:30,microsoft,"#Microsoft #Cloud Oracle, Windows Garner Different Views over Multitenant Cloud ...: Microsoft's cloud appr... http://t.co/lVzJNRPs #TCN",neutral,neutral,0,10/19/2011 13:00
645,10/20/2011 4:19,twitter,Getting some blank rows in my #Twitter feed on the website. Are you?,neutral,neutral,0,10/20/2011 4:00
646,10/20/2011 3:36,twitter,(y) hipocritas! RT: si quieren pedirle algo a Dios oreeeen que el asi nos escucha... no que lo escriben por #facebook y #twitter -.-',neutral,neutral,0,10/20/2011 3:00
647,10/16/2011 10:41,apple,@apple No location reminders on ipad2! That was the point of updating to iOS 5,negative,neutral,0,10/16/2011 10:00
648,10/19/2011 21:40,microsoft,Bill Gates llamado a declarar por un antiguo caso de... http://t.co/JReEpHNr #Wordperfect #Windows_95 #Microsoft #Novell #Bill_Gates,neutral,neutral,0,10/19/2011 21:00
649,10/20/2011 3:31,twitter,Man i love #Twitter!!,neutral,positive,1,10/20/2011 3:00
650,10/19/2011 5:33,google,#google Tutoriel: Comment faire une fermeture à glissière de fleurs: Ce que vous avez besoin: l’aigui... http://t.co/nMmedAlW #wikileaks,neutral,neutral,0,10/19/2011 5:00
651,10/20/2011 3:32,twitter,@NaniRicciHitch Mais oooh! Je #Joke comme on dit sur #twitter -___-' On papote demain! :) Bises,neutral,neutral,0,10/20/2011 3:00
652,10/19/2011 2:44,microsoft,Watching podcast of Steve Jobs & Bill Gates at 07 D5. Gates sucks at tech predictions! All talk #Apple #Microsoft,negative,negative,-1,10/19/2011 2:00
653,10/19/2011 5:00,google,#csportsmn #android #ios #pulse #google #galaxy #fringe #ajildavna #nexus #ics,neutral,neutral,0,10/19/2011 5:00
654,10/20/2011 4:00,twitter,"#iMessage يتجاوز تويتر ويجد رفيقا للمشي قبل 
#Twitter !!
هل الأصدقاء الواقع أقرب من أصدقاء العالم الافتراضي؟",neutral,neutral,0,10/20/2011 4:00
655,10/19/2011 3:25,google,I just add my profile on the #Google+ WebGL Globe project. Add yours ! http://t.co/UWeYalKb via @AddThis,positive,neutral,0,10/19/2011 3:00
656,10/17/2011 23:48,apple,"@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help",negative,neutral,0,10/17/2011 23:00
657,10/20/2011 3:57,twitter,"@raellenkoga_ kk , isso porque eu ttinha #twitter antes de você, mais ttinha esqueciido de tudo :S kkkkkkk",neutral,neutral,0,10/20/2011 3:00
658,10/19/2011 3:27,google,#android El nuevo Android de Google: Galaxy Nexus con Ice Cream Sandwich 4.0: Menuda madrugada del 19 de... http://t.co/wjCcDIAb #google,neutral,neutral,0,10/19/2011 3:00
659,10/19/2011 2:44,google,#SamsungGalaxyNexus #google #android #IceCreamSandwich. New browser http://t.co/Zx6pIo6f,neutral,neutral,0,10/19/2011 2:00
660,10/20/2011 4:51,twitter,Ya ni en #Twitter estoy a salvo,neutral,neutral,0,10/20/2011 4:00
661,10/18/2011 14:53,apple,@Dropbox balked at acquisition by @Apple. My apps thank them. :)  http://t.co/VsYPl9Xu,neutral,positive,1,10/18/2011 14:00
662,10/19/2011 18:10,microsoft,http://t.co/JVidt6U4 #Free #Software #Foundation (#FSF) #startet eine #Kampagne gegen die #Funktion #Windows8 #SecureBoot (#UEFI) #Microsoft,neutral,neutral,0,10/19/2011 18:00
663,10/20/2011 4:15,twitter,#Twitter lies RT @amerikusl I lose all my friends once they get pregnant :-(,neutral,neutral,0,10/20/2011 4:00
664,10/20/2011 3:45,twitter,"@Elitotora Ajajaja!! Pero si avisé poh!! Acá en el #twitter, ademá q' te dije q' la iba a ver... xD",neutral,neutral,0,10/20/2011 3:00
665,10/19/2011 8:03,microsoft,If you missed it : #Microsoft working on ‘PocketTouch’ device input through clothing http://t.co/eqz4HkNk,neutral,neutral,0,10/19/2011 8:00
666,10/19/2011 8:44,microsoft,Windows Runtime and .NET: Better Together http://t.co/z7BBJ1xU #dotnet #dev #WinRT #microsoft,positive,neutral,0,10/19/2011 8:00
667,10/19/2011 3:49,google,RT @meko2301: #Google #Android #ICS #IceCreamSandwich,neutral,neutral,0,10/19/2011 3:00
668,10/19/2011 17:00,microsoft,@MSPartners can join: BizSpark http://t.co/YTyl8Wm0  or WebsiteSpark http://t.co/10AzXP9q! #Microsoft #MPN,neutral,neutral,0,10/19/2011 17:00
669,10/20/2011 4:10,twitter,Ya tengo sueño y mañana madrugo DDD: #HastaMañana #TweetOff Pstd: #Twitter produce #insomnio y es tan #Pocesivo e.e #bye !! #siguemeytesigo,neutral,neutral,0,10/20/2011 4:00
670,10/19/2011 2:52,google,O android 4.0 Ice Cream Sandwich agenda de contato esta parecendo o windows phone 7 #google #android,neutral,neutral,0,10/19/2011 2:00
671,10/20/2011 4:08,twitter,"RT @Ashu180489: Progress is a Process , Surprised to see a sensible topic trending worldwide in #twitter",neutral,neutral,0,10/20/2011 4:00
672,10/19/2011 3:48,google,http://t.co/pUvXwjjc How do #CMM & #BBC get #massive #hits? Is #Google @ work? blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy,neutral,neutral,0,10/19/2011 3:00
673,10/17/2011 19:53,apple,"http://t.co/k8RQwXty 
para que descargues apps para tu dispositivo #iOS de @Apple.",neutral,neutral,0,10/17/2011 19:00
674,10/19/2011 3:39,google,#Google releases an Infinite Digital Bookcase http://t.co/FbvZq8Yp by @MeghanKel,neutral,neutral,0,10/19/2011 3:00
675,10/17/2011 17:05,apple,"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?",negative,neutral,0,10/17/2011 17:00
676,10/20/2011 3:31,twitter,RT @MontrelCox: It's twitter. Get over it or go back to Facebook and unfollow me. This is my free forum to say exactly what thee fuck I  ...,neutral,negative,-1,10/20/2011 3:00
677,10/17/2011 10:20,apple,OK @apple your accessories policy is out of hand. I need a powered line in to use the mic? Are you KIDDING ME?,neutral,neutral,0,10/17/2011 10:00
678,10/19/2011 3:27,google,The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/PCu88z7j,neutral,neutral,0,10/19/2011 3:00
679,10/19/2011 4:43,google,Is it bad if I just want it because its called the #icecreamsandwich ?http://t.co/Wt3C2rP1 #android #sansung #google,neutral,neutral,0,10/19/2011 4:00
680,10/19/2011 3:50,google,Is Google Analytics Reverse-Engineering Facebook?: http://t.co/mJHRoa7L #google #facebook #media #digitalstrategy,neutral,neutral,0,10/19/2011 3:00
681,10/19/2011 15:44,microsoft,#Oferta #Empleo Product Manager de Soluciones #IT http://t.co/xfZicBqO #trabajo #marketing #microsoft,neutral,neutral,0,10/19/2011 15:00
682,10/19/2011 2:59,google,Parabens #google gostei bastante do novo Android #android,neutral,neutral,0,10/19/2011 2:00
683,10/20/2011 2:57,twitter,"Eles arrastaram os barcos para a praia, deixaram tudo e #seguiram Jesus.(Lucas 5-11)e este foii o primeiro #twitter da historia humana #RT",neutral,neutral,0,10/20/2011 2:00
684,10/17/2011 19:03,apple,@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?,neutral,neutral,0,10/17/2011 19:00
685,10/19/2011 10:21,microsoft,"RT @bestpantsTen: http://t.co/P4m8xvaz #iPads less desired than #Windows tablets, says study #Apple #Microsoft #MS",positive,neutral,0,10/19/2011 10:00
686,10/20/2011 4:20,twitter,RT @Xo_Rosibel_: HEY EVERYBODY THAT HAS A #TWITTER FOLLOW ME NOWW @Aye_Cassandra @TeenSwagQuotess @_FcknJane @autumn_tarbania @Ayoo_Mari ...,neutral,neutral,0,10/20/2011 4:00
687,10/19/2011 15:03,microsoft,"Sign up for online #Microsoft #HyperV #Virtualization 70-659 training on Nov. 2. It is $99, has a $150 exam voucher! 
http://t.co/zcHV6TaC",neutral,neutral,0,10/19/2011 15:00
688,10/19/2011 14:24,microsoft,Check out the new #Microsoft #faculty fellows here: http://t.co/GCicPEX4 poised to change the world!,positive,neutral,0,10/19/2011 14:00
689,10/19/2011 9:55,microsoft,Улучшим продукты компании #Microsoft вместе! http://t.co/TheQ6sG9,neutral,neutral,0,10/19/2011 9:00
690,10/19/2011 11:47,microsoft,Technology 4 StartUp Britain Week: Attracting Customers With SEO and PPC http://t.co/o7tHRXPr #microsoft,neutral,neutral,0,10/19/2011 11:00
691,10/19/2011 16:04,microsoft,"Dear #Microsoft, I should only have to hit the Windows update button *once* when manually running updates, not 4 or 5 times. #sysadmin",negative,neutral,0,10/19/2011 16:00
692,10/19/2011 5:42,google,"AsiaClassifiedToday: YHOO Q3 Conf Call: $20.4B Asian Assets, $19.5B Market Cap - Barron's (bl... http://t.co/nc7hVH84 #asia #google #ads",neutral,neutral,0,10/19/2011 5:00
693,10/19/2011 14:48,microsoft,http://t.co/7xjMqMv8 Dat het een lompe boer is : Dat wisten we al. Dat ie het echt niet snapt weten we nu ook. #fail #balmer #microsoft,neutral,neutral,0,10/19/2011 14:00
694,10/16/2011 15:05,apple,Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light,negative,negative,-1,10/16/2011 15:00
695,10/17/2011 18:42,apple,Lekkere garantie volgens #radar bij @apple. #Ned1,neutral,neutral,0,10/17/2011 18:00
696,10/19/2011 7:47,microsoft,The Scribble SharePoint Blog: SharePoint 2013 Workflows. Maybe Microsoft can buy Nintex? #Microsoft #SharePoint #SP210 #Workflow #Nintex,neutral,neutral,0,10/19/2011 7:00
697,10/19/2011 14:59,microsoft,Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t.co/yziwv1wd,neutral,neutral,0,10/19/2011 14:00
698,10/20/2011 3:30,twitter,@GForbz3 ma g wass good with you!! Didn't even kno you was on #twitter when was the last time you touched down in the city??,neutral,positive,1,10/20/2011 3:00
699,10/16/2011 3:54,apple,"strange, i cannot put my newsstand app into any group. @apple wants to be our new paperboy #iOS #iphone",neutral,neutral,0,10/16/2011 3:00
700,10/19/2011 13:35,microsoft,@iguanahosting ganamos Socios Hoster del año en Enlance 2012! Ganando Juntos! #Microsoft Felicitaciones :),neutral,neutral,0,10/19/2011 13:00
701,10/19/2011 18:19,microsoft,iCloud Control Panel for Windows: http://t.co/8nJ4VHNL #win7 #windows7 #apple #ipad #iphone #ipod #iphone4s #microsoft #icloud,neutral,neutral,0,10/19/2011 18:00
702,10/19/2011 5:33,google,RT @ishpconsult: Der langsame Tod von SEO?? #Google-Suche  für eingeloggte User verschlüsselt - http://t.co/OlORx2Pc #marketing  #search...,neutral,neutral,0,10/19/2011 5:00
703,10/20/2011 3:33,twitter,Meu #Deus ilumine aqueles que eu amo: @mayaraangelica @andreeybaltieri @Amandafl_ e o @FabrcioCamargo os meus amigos d #TWITTER :),neutral,neutral,0,10/20/2011 3:00
704,10/20/2011 3:46,twitter,@Alx2495 jaja y entons que quieres que te explique del #Twitter ???,neutral,neutral,0,10/20/2011 3:00
705,10/19/2011 7:05,microsoft,RT @sanjeevgadre: #Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo in 2008 | Wish 1 of my ex-employers was ...,neutral,neutral,0,10/19/2011 7:00
706,10/19/2011 4:54,google,On Google+ then go here http://t.co/XP4apWAH #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,neutral,0,10/19/2011 4:00
707,10/19/2011 16:10,microsoft,Check out our newly revamped Testimonials page for more information on how #Microsoft #Dynamics #CRM can work for you!  http://t.co/hmT51bdf,neutral,neutral,0,10/19/2011 16:00
708,10/18/2011 2:56,apple,iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.,negative,neutral,0,10/18/2011 2:00
709,10/20/2011 4:08,twitter,#Twitter is Fawkin up!!!,negative,neutral,0,10/20/2011 4:00
710,10/15/2011 21:00,apple,I want everybody on earth to iMessage me.  Is there anyway the world can iMessage me without giving them my phone number??? @Apple,neutral,neutral,0,10/15/2011 21:00
711,10/20/2011 3:09,twitter,“@Blue_Chipperz: This nigga need to go to #Twitter Jail”DAAAYUM DOG !! lOl,neutral,neutral,0,10/20/2011 3:00
712,10/19/2011 23:21,microsoft,RT @BarbieGeek: #Wordperfect #Windows_95 #Microsoft Bill Gates llamado a declarar por un antiguo caso de monopolio contra Microsoft http ...,neutral,neutral,0,10/19/2011 23:00
713,10/18/2011 18:55,apple,This is what I have been waiting for RT @Apple The last big project Steve Jobs was working on was the new cranial insertion device: iMplant.,neutral,neutral,0,10/18/2011 18:00
714,10/20/2011 4:49,twitter,Boaa noite #twitter *-*,neutral,neutral,0,10/20/2011 4:00
715,10/19/2011 10:06,microsoft,#Google sets alternative to #Microsoft http://t.co/EqAzzbcz,neutral,neutral,0,10/19/2011 10:00
716,10/19/2011 2:45,google,Tap to focus and face recognition #ics #galaxynexus #google,neutral,neutral,0,10/19/2011 2:00
717,10/19/2011 5:02,google,Sorry #Apple #Google and #Samsung just made you look bad. #Android is king,positive,neutral,0,10/19/2011 5:00
718,10/20/2011 3:34,twitter,RT @MizzSpicey: #TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @Only1DeejayER &lt;&lt; oooh ...,neutral,neutral,0,10/20/2011 3:00
719,10/17/2011 23:55,apple,"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone",negative,neutral,0,10/17/2011 23:00
